id,Nom commercial,Raison sociale,Motif Hors ligne,En ligne,Zone,Nom de la commune,Adresse,Site web,Groupe catégorie,Nom catégorie,Nom sous catégorie,Localisations,Code postal,Bureau postal,Lieux-dits,Prestations sur place,Prestations à proximité,Mode de paiement,Langues,Fixe,Mobile,Autre téléphone,Fax,E-Mail,Capacité,Classement,Accroche,Descriptif,Descriptif du plan d'accès,Jours et horaires d'ouverture,Labels,Date de création - Etablissement,Date de fermeture,Fournisseur - Nom,Fournisseur - SIRET,Fournisseur - adresse,Fournisseur - contacts,Fournisseur - date de création,Fournisseur - Code postal,Fournisseur - Bureau,Fournisseur - Code NAF,Fournisseur - Chambre consulaire,Fournisseur - Forme juridique,Fournisseur - CFE,Nb Produits,Coordonnées GPS,Liste URL moteur,Tarif Montant,Tarif libellé,Num taxe de séjour,Descriptif OTI,Accroche OTI,Status,commentaire,Date de derniere modification,Colones modifiées,Aire d'adhésion
recjjoewAKm3r8jAv,Travel Island,,,oui,sud,Le Tampon," Le Tampon, 97430 Le Tampon",http://www.travelisland.net,Transport,Autocar (compagnie),Excursion touristique,,97430,Le Tampon,,,,"Carte Bancaire,Chèque,Espèces","français,anglais",,0692682020,,,stephane@travelisland.net,5,,"Travel Island propose des transferts aéroport, des journées d'excursions sur toute l'île et tous les déplacements privés ou professionnels.","A disposition : boissons fraîches, friandises, chargeur de smartphone, accès internet, rehausseurs (sur demande).
Service personnalisé en français et en anglais.
Travel Island dispose d'une Mercedes Viano, configuration limousine (4 fauteuils   1 à l'avant soit 5 passagers).
Professionnel, discret et ponctuel dans un véhicule tout confort.
Travel Island assure les déplacements en toute discrétion (vitres teintées).
Les tarifs seront toujours communiqués avant le départ en fonction de la prestation demandée. Grâce aux chauffeurs expérimentés et compétents de Travel Island, le transport sera assuré à destination dans les temps.",,,,,,Mr Stéphane Devid,82240206100011,"Mr Stéphane Devid: Le Tampon, 97430 Le Tampon ",Mr Stéphane Devid : stephane@travelisland.net - 0692682020,,,,,,,,,"-21.295278, 55.515556",,,,,,,,,,,
recXJf4CflTBGXPEA,Le Village Sauvage ,,,oui,sud,Saint-Joseph,"28  Rue Marcel Pagnol, 97480 Saint-Joseph - Vincendo",http://www.villagesauvage.sitew.fr,Hébergement,Location saisonnière,Bungalow & Chalet,Littoral,97480,Saint-Joseph,Vincendo,"barbecue , fer et planche à repasser , parking , piscine , TV satellite , ventilateur , wifi","arrêt bus,commerce alimentaire,parking public","Chèque,Espèces",français,0262568028,,,,levillagesauvage@orange.fr,22,,"Implanté dans le Sud Sauvage à Saint-Joseph, dans un écrin de verdure, Le Village Sauvage dispose de 3 bungalows meublés.","2 bungalows de 4 personnes composés d'une chambre double, d'un salon avec canapé convertible, d'une cuisine équipée et d'une terrasse. Le bungalow de 6 personnes dispose de 2 chambres doubles dont une en mezzanine, d'un salon avec canapé convertible, d'un coin cuisine et d'une terrasse.
Accès au jardin et à la piscine. Endroit calme et convivial.","De Saint-Denis, prendre la 2X2 voies direction Saint-Paul, Saint-Pierre, Saint-Joseph, Langevin (La Balance). A 1 km le plateau de Vincendo en direction de Saint-Philippe. Après le restaurant Le Papangue sur la droite se trouve un panneau Le Village Sauvage.",,,,,Mme Anne Vigueur,53313406000011,"Mme Anne Vigueur: 28 Rue Marcel Pagnol, 97480 Saint-Joseph - Vincendo",Mme Anne Vigueur : levillagesauvage@orange.fr - 0692310938,,,,,,,,,"-21.379033, 55.659465",,,,CSC167HTN,,,,,,,
rec3Z4Wn2JbHxb2lU,Margayillat,,,oui,sud,Saint-Joseph,"3  Lotissement Lauriers Cocos, 97480 Saint-Joseph - Manapany-Les-Bains",http://www.margayillat.wixsite.com/locations,Hébergement,Location saisonnière,Appartement,Littoral,97480,Saint-Joseph,Manapany-Les-Bains,"barbecue , climatisation , fer et planche à repasser , four , micro-ondes , parking , piscine , TV satellite , wifi , jacuzzi","riviere,centre commercial,site - lieu culturel,commerce alimentaire,restaurants,commerces,sites touristiques,commerce de proximité…,station essence,Bassin de Manapany,Restauration,station service,Centre - Ville,épicerie,centre ville de Saint-Joseph",Espèces,"français,anglais,allemand",,0692143647,,,margayillat@gmail.com,2,,"Dans le Sud Sauvage à Saint-Joseph, niché dans un écrin de verdure tout en bois, Margayillat dispose d'un charmant studio pouvant accueillir 2 personnes.","Le studio est équipé d'un lit 160X200, d'une télévision, de wifi gratuit, de climatisation, d'un salon extérieur et terrasse, d'un coin bureau, d'une cuisine extérieure équipée, d'un bbq, d'un jaccuzi !

Linge de maison et de toilette fournis.

Moment de détente dans le jacuzzi ou dans la piscine, 2 transats disposés sur le deck sont à disposition.","De Saint-Pierre vers Saint-Joseph, au premier rond-point prendre direction Manapany-les-Bains/LEP, au second rond-point ""Quick"" prendre à gauche puis deuxième à gauche face à l'entrée ""Quick"". Margayillat est situé au n°3 à droite, stationnement réservé.",,,,,Mr Pascal Wozniack,904101813,"Mr Pascal Wozniack: 3 Lotissement Lauriers Cocos, 97480 Saint-Joseph - Manapany-Les-Bains",Mr Pascal Wozniack : margayillat@gmail.com - 0692143647,,,,,,,,,"-21.376783, 55.602459",,,,CSC399HT@,,,,,,,
recqETlJloKTFeIT3,Les Lys ,,,oui,sud,Le Tampon,"11  Impasse des Lys, 97418 Le Tampon - La Plaine des Cafres",,Hébergement,Location saisonnière,Gîte & Villa,"Village,Milieu rural",97418,La Plaine des Cafres,La Plaine des Cafres,"barbecue , chauffage , jardin , lave linge privatif , parking , TV satellite",,,"français,créole,anglais",,0692818419,,,bbenoit7@gmail.com,26,,"A La Plaine des Cafres, Les Lys disposent d'une maison d'une capacité de 12 personnes et d'un chalet de 4 personnes.","La maison est composée de 6 chambres, de 2 salles de bains, d'un salon et d'une grande cuisine équipée sous varangue fermée en baie vitrée. 
Le Chalet dispose de 2 chambres, d'un salon et d'une cuisine équipée.
Situés dans le hameau de Bois Court, à 2 pas du belvédère de Grand Bassin, à 50 min du Piton de la Fournaise et à seulement 35 min du lagon de Saint-Pierre ou de la plage de l'Etang Salé.","Depuis le Sud, prendre la 4 voies en direction du Tampon/Plaine des Cafres. Suivre la RN 3 jusqu'au 23ème km. Juste après le supermarché Casino, tourner à gauche dans la rue Raphaël Douyère et aller au bout de la rue jusqu'au village de Bois Court. 5 km plus loin, après la pâtisserie, tourner à gauche dans l'impasse des lys. La structure se situe au n° 11.
Depuis les Plaines, suivre la RN 3 et aller jusqu'au 23ème km. Juste après l'église et avant le supermarché Casino, tourner à droite dans la rue Raphaël Douyère. Aller au bout  de la rue jusqu'au village de Bois Court. 5 km  plus loin, après la pâtisserie, tourner à gauche dans l'impasse des lys. La structure se situe au n° 11. ",,,,,Mr Bernard Benoit,37781169000025,"Mr Bernard Benoit: 11 Impasse des Lys, 97418 La Plaine des Cafres ",Mr Bernard Benoit : bbenoit7@gmail.com - 0692818419,,,,,,,,,"-21.19525825, 55.53672551",,,,CSC13HTD,,,,,,,AD2R
recMKLJ5R9po13j7p,Les Maisonnettes de Standing du Piton Mahot ,,,oui,sud,Le Tampon," Chemin Mathias, 97418 Le Tampon - La Plaine des Cafres",,Hébergement,Location saisonnière,Gîte & Villa,Milieu rural,97418,La Plaine des Cafres,La Plaine des Cafres,"chauffage , four , linge de maison , linge de toilette , micro-ondes , parking , TV , kitchenette équipée , barbecue , jardin","sentier de randonnée,commerce alimentaire,équitation,quad","Chèque,PassLoisirs,Espèces","français,créole",,0692690002,,,gites.piton-mahot@hotmail.fr,15,,"Les Maisonnettes de Standing du Piton Mahot sont situées en pleine campagne, au calme et dans un environnement naturel. Ces trois maisonnettes ont été construites tout en bois, dans un style de case créole d'autrefois.","Chaque gîte porte un nom de fleur typique de La Réunion (Hortensia, Arum, et Lys qui possède un accès aux personnes à mobilité réduite). Ils disposent de : cuisine équipée (plaques de cuisson, frigidaire, batterie de cuisine...), coin repas, coin salon et coin barbecue avec terrasse et table. Berceau à disposition.
A proximité : Maison du Volcan, boutiques artisanales et produits du  terroir.
Partenariat SFR, Pass Loisir, Carte Sésame. Tarif à voir directement avec le prestataire.","Depuis le Sud : prendre la 4 voies Tampon/Plaine des Cafres. Suivre la RN3 en direction de la Plaine des Cafres jusqu’au village de Bourg-Murat. Arrivé au rond-point de la Cité du Volcan, prendre à droite la direction de la Grande Ferme. Arrivé à l'église de Grande Ferme Tourner à gauche. Continuer sur 400 m Les Maisonnettes de Standing du Piton Mahot se trouvent au n°54.
Depuis les Plaines : suivre la RN3 direction Plaine des Cafres/Tampon. Arrivé au village de Bourg-Murat, prendre la 3ème sortie au rond-point de la cité du Volcan. Continuer tout droit jusqu’au village de la Grande Ferme. Arrivé à l'église de Grande Ferme Tourner à gauche. Continuer sur 400 m Les Maisonnettes de Standing du Piton Mahot se trouvent au n°54. ",,Accueil Paysan,,,Mr J-Raymond Picard,39942255900019,"Mr J-Raymond Picard: Chemin Mathias, 97418 La Plaine des Cafres ",Mr J-Raymond Picard : gites.piton-mahot@hotmail.fr - 0692690002,,,,,,,,,"-21.222927, 55.590267",,,,CSC134HTH,,,,,,,AD2R
recuTyBQOgIlWc2zY,Chambre et Table d'Hôte Les Hortensias,,,oui,sud,Le Tampon,"44  Chemin de la Grande Ferme plaine des Cafres, 97418 Le Tampon - La Plaine des Cafres",,Hébergement,Chambre d'hôtes,Chambre d'hôte,Milieu rural,97418,La Plaine des Cafres,La Plaine des Cafres,"chauffage , lave linge collectif , parking , wifi , salon de jardin , jardin arboré , Petit déjeuner à toutes heures","sentier de randonnée,site - lieu culturel,jardin","Virement,Espèces","français,anglais",,0692241433,,,leshortensiasgrandeferme@gmail.com,8,,"Parce que les Hauts de l'île se différencient par leur générosité,  La Chambre et Table d'hôte Les Hortensias à la Grande Ferme saura séduire les visiteurs pour son authenticité.","Avec la pétillante Maryse à la baguette, possibilité de retrouver les traditions culinaires ainsi qu'un lieu propice au ""Lâcher-prise"". Maryse, l'hôtesse et maîtresse de maison guidera chacun dans son établissement pour que chaque passage ne laisse personne indifférent. La proximité des chambres avec la route forestière du volcan en font un atout majeur.","En venant de la Nationale 3, tourner à droite vers la Cité du Volcan, puis suivre les panneaux. Au carrefour de la route forestière du volcan, prendre la direction la Grande Ferme sur 2, 5 km après 4 ralentisseurs à droite l'église de la Grande Ferme, continuer dans l'impasse et suivre les panneaux.",,,,,Mme Maryse Payet,44300998000030,"Mme Maryse Payet: 44 Chemin de la Grande Ferme, 97418 La Plaine des Cafres ",Mme Maryse Payet : leshortensiasgrandeferme@gmail.com - 0692241433,,,,,,,,,"-21.221095, 55.589314",,,,CSC231HT@,,,,,,,AD2R
recj9barGaN6WVULg,Villa Christophine,,,oui,sud,Le Tampon,"376  Chemin du Petit Tampon, 97430 Le Tampon",,Hébergement,Location saisonnière,Gîte & Villa,Milieu rural,97430,Le Tampon,,"barbecue , espace spa - bien être , fer et planche à repasser , four , lave linge privatif , lave vaisselle , lecteur DVD , micro-ondes , TV satellite","sentier de randonnée,tennis,forêt","Chèque,Espèces",français,,0692671153,,,dbouquet974@gmail.com,6,,Dans le cadre paisible et enchanteur du Petit Tampon bienvenue à la Villa Christophine..,"Située au cœur d'un petit jardin de 80 m², la Villa Christophine dispose de 3 chambres dont deux doubles et une chambre avec 2 lits superposés. Lit bébé sur demande. Le séjour comprend un salon avec télévision écran plat. La villa est dotée d'une cuisine toute équipée, d'une terrasse en bois avec coin repas aménagé et d'un spa et sauna. Tarif indiqué basse saison.","De l'aéroport de Pierrefonds, prendre la direction de Saint-Pierre; à l'entrée de la ville continuer sur la nationale 1, direction Tampon/Saint-Joseph puis prendre la nationale 3 Tampon/Saint-Benoît. A la fin de la quatre voie au rond-point prendre à droite direction Saint-Benoît/ centre ville. Au prochain rond-point prendre à droite rue des Manguiers, en direction de Terrain Fleury. Passer un radier au prochain carrefour prendre à droite  au rond-point prendre à gauche rue Edgard Avril direction Petit Tampon (petite flèche bleue). Passer le cimetière à droite puis le collège à gauche. Au rond-point prendre à droite, chemin du Petit Tampon après le ralentisseur continuer à droite, chemin Jean Baptiste Huet, suivre le chemin, passer la pharmacie à droite, la poste, tourner de suite à gauche. Au cédez-le- passage prendre à droite, chemin Petit Tampon à nouveau  rouler jusqu'au numéro 376.",,,,,Mr Didier Bouquet,,"Mr Didier Bouquet: 376 Chemin du Petit Tampon, 97430 Le Tampon ",Mr Didier Bouquet : dbouquet974@gmail.com - 0692671153,,,,,,,,,"-21.271984, 55.555264",,,,CSC20HTB,,,,,,,AD2R
recMRfMNb8z5QK5yw,Théâtre d'Azur,,,oui,sud,Le Tampon,"87  Rue du General de Gaulle, 97430 Le Tampon",,Loisirs - se divertir,Divertissement,Théâtre ou salle de spectacle,,97430,Le Tampon,,,,"Chèque,Espèces",français,0262276516,,,,taz@showcomail.com,,,,"Théâtre associatif, le Théâtre d'Azur propose tout au long de l'année des créations, des évènements culturels variés, des pièces de théâtre. le théâtre accueille des scolaires.",,,,,,Mr François Folio,,"Mr François Folio: 87 Rue du General de Gaulle, 97430 Le Tampon ",Mr François Folio : taz@showcomail.com - 0693005488,,,,,,,,,"-21.273524, 55.516325",,,,,,,,,,,
recmG8eVRN6kwvyRU,La Cité du Volcan ,,,oui,sud,Le Tampon," RN3, 97418 Le Tampon - La Plaine des Cafres",http://www.museesreunion.fr/la-cite-du-volcan/,Découverte,Patrimoine culturel,Musée,"Montagne,Milieu rural,Volcan,Parc National de la Réunion",97418,La Plaine des Cafres,La Plaine des Cafres,,,,"français,anglais,chinois,Langue des Signes Française",0262590026,,,, cdv.reservations@museesreunion.re,,,"Rénovée par la Région Réunion de 2010 à 2014, la Cité du Volcan a ouvert ses portes au public le 5 août 2014. Ce pôle d’attraction touristique de premier plan est également un centre pédagogique et scientifique international.
Cet équipement de 6 000 m² propose une muséographie innovante qui intègre de nombreux dispositifs et maquettes interactives pour une visite ludique, attractive et pédagogique : salle de spectacle à 270°, cinéma 4D, tunnel de lave multisensoriel, effets sonores, etc.
Billet valable pendant 12 mois à partir de la date d'achat.","Cette muséographie d’immersion est obtenue par l’utilisation de nombreux dispositifs innovants et interactifs tels que la projection holographique, la réalité augmentée, les surfaces «multitouch» grand format, les ambiances sonores et visuelles…
L'ensemble de ces procédés technologiques place le visiteur dans des conditions reproduisant certaines caractéristiques des volcans et lui permet d’éprouver des sensations et de vivre pleinement le propos de l’exposition.
La découverte de La Réunion à la Cité du Volcan se décline en 3 niveaux : 
-Niveau 1 : tunnel de lave, le hall, le film panoramique etc...
-Niveau 2 : la salle aux trésors (la lithothèque), le Piton de la Fournaise au cœur des mythes, l’observatoire volcanique etc...
-Niveau 3 : le centre de documentation, l’auditorium
Fermé les 25 décembre, 1er janvier et 1er mai.
Informations pratiques : 
Le cinéma 4D est à réserver directement auprès de la Cité du Volcan
Fermeture de la billetterie à 16h15
Musée ouvert de 13h à 17h le lundi et de 9h30 à 17h du mardi au dimanche
Durée de la visite : environ 2h
A noter : 
-Fermée les 1er janvier, 1er mai, 1er novembre et 25 décembre
-Fermeture à 13h30 les 24 et 31 décembre
Les points forts : 
-Différents niveaux de découverte de La Réunion
Informations pratiques : 
Le cinéma 4D est à réserver directement auprès de la Cité du Volcan
Fermeture de la billetterie à 16h15
Musée ouvert de 13h à 17h le lundi et de 9h30 à 17h du mardi au dimanche. Durée de la visite : environ 2h
A noter : 
-Fermée les 1er janvier, 1er mai, 1er novembre et 25 décembre
-Fermeture à 13h30 les 24 et 31 décembre
Les points forts : 
-Différents niveaux de découverte de La Réunion
- Chaque dimanche, retrouvez la mascotte Ti'Krator dans les allées de la Cité du Volcan pour une animation/déambulation des plus ludiques (de 9h30 à 12h30 et de 13h30 à 16h30). 
- Un espace dédié au jeune public pour leur permettre de se détendre en leur proposant des jeux sur la thématique des volcans.",,,"Qualité Tourisme Ile de La Réunion,Qualité Tourisme,Certification pour l’accueil de la clientèle indienne",,,Mr Jean François Sita,78897940900018,"Mr Jean François Sita: RN3, 97418 La Plaine des Cafres ",Mr Jean François Sita : cdv.reservations@museesreunion.re - 0262590026,,,,,,,,,"-21.203329, 55.573900",,,,,,,,,,,AD2R
recj6bxDm7H2Yd6mt,Gîte de la Fournaise,,,oui,sud,Le Tampon,"202  Rue Maurice et Katia Krafft, 97418 Le Tampon - La Plaine des Cafres",http://www.gitedelafournaise.re,Hébergement,Gîte d'étape et de randonnée,Gîte de randonnée,"Village,Montagne",97418,La Plaine des Cafres,La Plaine des Cafres,"repas du soir sur réservation , dortoir , chauffage , parking , wifi","sentier de randonnée,sentier de grande randonnée,commerce alimentaire,équitation,parking public,site - lieu culturel","Chèque,Espèces,Virement","français,créole,anglais,grec",0262 59 29 75,,,,gitedelafournaise@wanadoo.fr,14,,"A La Plaine des Cafres, situé à 1600 m d'altitude au cœur du village de Bourg Murat, Le Gîte de la Fournaise propose un gîte.","Le gîte dispose de :
- 3 chambres avec salle de bains et toilette privés 

Chambre double 55€ (pax supp 25€)
Chambre dortoir 25€/pers
Tarif enfant de 2 à 12 ans 15€

Petit déjeuner sur réservation.
Petit dej ADT 11€
Petit dej enfant 7€

A proximité de plusieurs activités et de sentiers de randonnées.","Le gîte se trouve à Bourg Murat, à 200 m de la Cité du Volcan.",,,,,Mr Pascal Mesresse,44941595900013,"Mr Pascal Mesresse: 202 Rue Maurice et Katia Krafft, 97418 La Plaine des Cafres ",Mr Pascal Mesresse : gitedelafournaise@wanadoo.fr - 0692 22 89 88,,,,,,,,,"-21.200711, 55.574369",,,,CSC105HTF,,,,,,,AD2R
recYRuItssPbSiSUL,Théâtre Luc Donat,,,oui,sud,Le Tampon,"20  Rue Victor le Vigoureux, 97430 Le Tampon",http://www.theatrelucdonat.re,Loisirs - se divertir,Divertissement,Théâtre ou salle de spectacle,Littoral,97430,Le Tampon,,,"sentier de randonnée,sentier de grande randonnée,équitation,centre commercial,parking public,point de vue panoramique","Chèque,Espèces",français,0262272436,,,,direction@theatrelucdonat.re,600,,,"Situé au Tampon, le Théâtre Luc Donat présente les mardis, vendredis et samedis, des récitals classiques, des concerts de jazz, des spectacles de variétés, des troupes folkloriques, des pièces de théâtre, des conférences, des galas de danse.",,,,,,Mr Juré Eric,,"Mr Juré Eric: 20 Rue Victor le Vigoureux, 97430 Le Tampon ",Mr Juré Eric : direction@theatrelucdonat.re - 0262272436,,,,,,,,,"-21.280170, 55.520310",,,,,,,,,,,
recxQP6ZkcgLG5r3S,Gîte de Bellevue,,,oui,sud,Le Tampon,"32 Domaine de Bellevue - PK28, 97418 Le Tampon - La Plaine des Cafres",,Hébergement,Gîte d'étape et de randonnée,Gîte de groupe,"Village,Milieu rural,Volcan",97418,La Plaine des Cafres,La Plaine des Cafres,"chauffage , jardin , linge de toilette , parking , salle de bain privée , sanitaires privés , TV","sentier de randonnée,sentier de grande randonnée,point de vue panoramique,équitation,forêt,sites touristiques,sentiers de randonnées,randonnées,sentiers de randonnée,sentiers VTT,quad,Musée,hébergements,centre équestre,route du volcan,Sentier de randonnée,Quad,Volcan le piton de la fournaise,sentier du piton des neiges,""tunnel de lave """"tunnel bleu du tampon"""""",forêt de Tamar'haut,Maison du Volcan,Centres équestres,route pour aller au volcan","Chèque,Espèces","français,créole,anglais",0262591502,,,,gitedebellevue@orange.fr,20,,"Le Gîte de Bellevue se trouve au cœur de l'île de La Réunion à 1600 m d'altitude, dans l'air frais et pur de nos montagnes à Bourg-Murat à La Plaine des Cafres.","On peut se loger au gîte ou dans des chalets plus confortables au milieu d'une nature verdoyante et paisible. Les chalets sont conçus pour 2, 3, 4, ou 5 personnes à des prix raisonnables.
Bellevue est au carrefour des promenades à pied, à cheval, en vélo ou en voiture. C'est la structure d'accueil la plus proche du G.R.2 avec le Piton des Neiges à l'ouest et le volcan à l'est.","Depuis le Sud, prendre la 4 voies en direction du Tampon et ensuite suivre la RN3 jusqu'au village de Bourg Murat. 1 km après le village de Bourg Murat, tourner à gauche dans le chemin des militaires et suivre les panneaux indiquant “Gîte de Bellevue.”",,Gîtes de France,,,Mme Gladys D'ambelle de peindray,43916377500026,"Mme Gladys D'ambelle de peindray: 5 Domaine de Bellevue, 97418 La Plaine des Cafres ",Mme Gladys D'ambelle de peindray : gitedebellevue@orange.fr - 0692078083,,,,,,,,,"-21.193011, 55.576471",,,,CSC31HTD,,,,,,,AD2R
recIzjbG6ZkQo1moe,La Case O Zoizos ,,,oui,sud,Saint-Joseph,"10  Rue Leon Dehaulme, 97480 Saint-Joseph",https://www.lacaseozoizos.com/,Hébergement,Chambre d'hôtes,Chambre d'hôte,Centre ville,97480,Saint-Joseph,,"barbecue , climatisation , jardin , piscine , sanitaires privés","sentier de randonnée,riviere,centre commercial,parking public,sites touristiques,Bassin de Manapany,plage,station essence,station service,Centre - Ville,centre ville de Saint-Joseph,restaurants,sentiers de randonnées,Restauration,randonnées","Chèque,Virement,Espèces,Carte Bancaire","français,anglais",,,,,martine.huahine@gmail.com,2,,"Situé à Saint-Joseph, La Case O Zoizos peut accueillir 2 x 2 personnes.","La chambre Paille en Queue accueille 2 personnes adultes par chambre, dont une avec la possibilité de loger un enfant, et est équipée du wifi gratuit, d'un barbecue, d'une cuisine extérieure, d'une terrasse, de la climatisation et d'une salle de bain privative. Elle est située à 5 minutes du centre ville, à 10 minutes de marche d'une superbe plage de sable noir et de toutes commodités.","En venant de l'ouest, après Saint-Pierre, suivre Petite-Ile et Manapany les Bains. Après le 2ème rond point (au Quick), prendre la 1ère rue à gauche (à 300m), c'est la rue Léon Dehaulme.
En venant de l'est, suivre la direction de Saint-Pierre. Après le pont de la rivière des Remparts suivre ""Le Butor"" puis la rue Raphaël Babet. Tourner à droite 50m après le Leader Price dans la rue Léon Dehaulme. ",,,,,Mme Martine Le floch,88957836500013,"Mme Martine Le floch: 10 Rue Leon Dehaulme, 97480 Saint-Joseph ",Mme Martine Le floch : martine.huahine@gmail.com - 0693 46 99 48,,,,,,,,,"-21.378485, 55.606551",,,,CSC372HT@,,,,,,,
recuzXY9up4hotU42,Art Sud,,,oui,sud,Saint-Joseph,"3/5 Rue Jean Mermoz, 97480 Saint-Joseph",https://www.artsud.re/,Loisirs - se divertir,Artisanat,Art & Artisanat,Littoral,97480,Saint-Joseph,,"parking public , jardin , sanitaires privés , salle de réunion - séminaire , parking autocar , grand espace , ateliers","riviere,centre commercial,parking public,site - lieu culturel,commerce alimentaire,arrêt bus,jardin,plage,transports en commun,sites touristiques,Bassin de Manapany,commerces,sites - lieux culturels,station essence,station service,Centre - Ville,centre ville de Saint-Joseph","Chèque,Espèces","français,créole,anglais",0262 56 67 21,,,,art.sud@wanadoo.fr,15,,"ArtSud est un lieu d'expérimentations liées à l'utilisation du basalte. Tantôt résidence d'artistes, tantôt transformé en ateliers de découverte de la céramique et des arts du feu, cette association est une structure pluridisciplinaire qui a pour vocation le développement de des techniques entourant le basalte... une curiosité culturelle et artistique à visiter !","Artiste céramiste, c'est à Saint-Joseph que M. Claude Berlie-Caillat fait découvrir son atelier des Arts du Feu et son travail contemporain autour du basalte. 
Ouvert du lundi au vendredi de 8h à 12h et de 14h à 17h. Visite possible le samedi et dimanche sur rendez-vous.
Capacité : environ 15 personnes par visite.","Prendre la RN2 depuis Saint Pierre, au premier rd pt à l'entrée de Manapany, prendre l'ancienne RN en contre bas à droite, continuez qq km, dépassez le ferme & jardins, la rue Jean Mermoz (ex Rue Juliette dodu sur les cartes internet non à jour), se trouve juste après le ferme & jardin, monter, continuez qq dizaines de mètres, il y a un parking en terre / gazon sur la gauche, se garer là, ce sont les bâtiments blancs au fond","Lundi , Mardi , Mercredi , Jeudi , Vendredi",,,,Mr Claude Berlie-caillat,40006478800021,"Mr Claude Berlie-caillat: 43 Rue Juliette Dodu, 97480 Saint-Joseph ",Mr Claude Berlie-caillat : art.sud@wanadoo.fr - 0692660711,,,,,,,,,"-21.379613, 55.608414",,,,,,,,,,,
recIx0OIAAGnmOiIg,L'Ecrin ,,,oui,sud,Le Tampon,"0 RN3 PK27 Bourg-murat, 97418 Le Tampon - La Plaine des Cafres",http://www.hotel-ecrin.re,Hébergement,Hôtel,Hôtel,"Village,Milieu rural",97418,La Plaine des Cafres,La Plaine des Cafres,"petit déjeuner continental , sèche-cheveux , sauna , table de ping-pong , aire de jeux pour enfant , jeux , linge de maison , linge de toilette , boutique , service de blanchisserie , billard , bar , service de bagagerie , babyfoot , accessible aux personnes à mobilité réduite , espace de restauration , espace spa - bien être , SPA , chauffage , hammam , jardin , parking , wifi , climatisation , salle de réunion - séminaire , TV , vue montagne , TV satellite , téléphone , golf","sentier de randonnée,commerce alimentaire,équitation,parking public,point de vue panoramique,sites touristiques,arrêt bus,station service,boulangerie,Point chaud,épicerie,snack,transports en commun,tabac presse,commerces,pâtisserie,banque - guichet automatique,Restauration,Maison du Volcan","Carte Bancaire,Eurocard,Chèque,Chèques vacances,Virement,Espèces","français,créole,anglais,espagnol",0262590202,,,,reception@hotel-ecrin.re,51,2 Etoile(s),L'Hôtel l'ECRIN (situé au centre de l'ILE DE LA REUNION),"Dans un écrin de verdure et de sérénité, l'Hôtel se situe aux portes du volcan, face au piton des neiges.

Vous serez séduit par le calme qui l'entoure et les chambres disposés en bungalow.

Proche de nombreuses randonnées comme le piton des neiges et le volcan vous pourrez admirer nos pitons cirques et rempart inscrit au patrimoine de l'UNESCO (panorama à couper le souffle)

Après vos escapades vous pourrez faire nettoyer et sécher vos vêtements par notre service de buanderie.

En ce qui concerne nos hébergement, nous disposons de 21 chambres :
17 double
2 quadruple
1 triple
1 appartement T2 avec kitchenette et coin repas pour 5 personnes.

Ces dernières sont équipées d'écran LCD avec chaine satellites, d'une salle de bain/WC; et d'une climatisation réversible

Le petit déjeuner continental est servi à table ou en chambre selon vos envi.

Toutes nos activités sont gratuites : Sauna, hammam, mini golf, billard, ping pong. Un portique avec balançoire fera la joie de vos enfants.","L'hôtel l'Ecrin se situe à 150 m de la Maison du Volcan, le Piton de la Fournaise. Depuis le Sud, prendre la 4 voies en direction du Tampon/Plaine des Cafres. Aller jusqu'au village de Bourg Murat, l'hôtel se situe à l'entrée du village à gauche (face aux Grands Kiosques).
Depuis les Plaines, suivre la Route Nationale 3, traverser le village de Bourg Murat, l'hôtel se situe à la sortie du village sur votre droite (face aux Grands Kiosques). ",,,,,Mr Thierry Payet,40343479800019,"Mr Thierry Payet: 0 RN3 PK27 Bourg-murat, 97418 La Plaine des Cafres ",Mr Thierry Payet : reception@hotel-ecrin.re - 0692643092,,,,,,,,,"-21.204669, 55.571145",,,,CSC125HTH,,,,,,,AD2R
rec9bIz9rYYHTHuWQ,Le Bengali 2 ,,,oui,sud,Saint-Joseph,"17  Rue Raphael Babet, 97480 Saint-Joseph",,Hébergement,Location saisonnière,Gîte & Villa,Milieu rural,97480,Saint-Joseph,,"barbecue , climatisation , four , jardin , lave linge privatif , micro-ondes , parking , piscine , TV","plage,sentier de randonnée,riviere,VTT,forêt","Chèque,Chèques vacances,Virement,Chèques vacances,Mandat postal,Espèces","français,créole",0262565401,,,,bengali.kerebel@wanadoo.fr,8,,,"Situé à Saint-Joseph, le Bengali 2 propose une villa pour 8 personnes en partie climatisée, tout confort dans grand jardin tropical boisé et fleuri, piscine, barbecue, parking.
Villa proche de toutes les commodités et des centres d'intérêts du Sud : baie de Manapany, plage, marines, rivières...","A l'entrée de Saint-Joseph, direction Saint-Philippe, 100 m à gauche après le Quick.",,,,,Mme Antoinette Kerebel,,"Mme Antoinette Kerebel: 17 Rue Raphael Babet, 97480 Saint-Joseph ",Mme Antoinette Kerebel : bengali.kerebel@wanadoo.fr - 0692 76 52 52,,,,,,,,,"-21.379082, 55.605791",,,,CSC80HTH,,,,,,,
