"object_type","group","bertel_table","bertel_field","tourinsoft_collection","tourinsoft_field","cardinality","transform","crosswalk_domain","required","privacy","mapping_status","review_status","evidence","notes"
"HOT|HLO|CAMP","Tarifs","","","Tarifs","Nombredenuits","0..n","extension_pending","","optional","public","extension_pending","pending_crt","FSHebergementOTISud 0/215","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","Tarifs","","","Tarifs","Ordre","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 215/215",""
"HOT|HLO|CAMP","Tarifs","","","Tarifs","Saisonnalite","0..n","extension_pending","","optional","public","extension_pending","pending_crt","FSHebergementOTISud 0/215","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","Tarifs","","","Tarifs","SyndicObjectId","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 215/215",""
"HOT|HLO|CAMP","Thematiques","","","Thematiques","ID","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 140/140",""
"HOT|HLO|CAMP","Thematiques","","","Thematiques","Ordre","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 140/140",""
"HOT|HLO|CAMP","Thematiques","","","Thematiques","SyndicObjectId","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 140/140",""
"HOT|HLO|CAMP","Thematiques","","","Thematiques","ThesCode","0..n","extension_pending","","observed_100pct","public","extension_pending","pending_crt","FSHebergementOTISud 140/140","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","Thematiques","","","Thematiques","ThesID","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 140/140",""
"HOT|HLO|CAMP","Thematiques","","","Thematiques","ThesLibelle","0..n","extension_pending","","observed_100pct","public","extension_pending","pending_crt","FSHebergementOTISud 140/140","Target/import semantics require CRT confirmation."
"HOT|HLO|CAMP","Thematiques","","","Thematiques","ThesOrdre","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 140/140",""
"HOT|HLO|CAMP","Thematiques","","","Thematiques","ThesPicto","0..n","excluded_auxiliary","","optional","technical","excluded_auxiliary","excluded","FSHebergementOTISud 0/140",""
"HOT|HLO|CAMP","TisTracking","","","TisTracking","CodeOffre","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 211/211",""
"HOT|HLO|CAMP","TisTracking","","","TisTracking","CodeStructure","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 211/211",""
"HOT|HLO|CAMP","TisTracking","","","TisTracking","CodeSyndication","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 211/211",""
"HOT|HLO|CAMP","TisTracking","","","TisTracking","SyndicObjectId","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 211/211",""
"HOT|HLO|CAMP","ZonesTypes","","","ZonesTypes","ID","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 1266/1266",""
"HOT|HLO|CAMP","ZonesTypes","","","ZonesTypes","SyndicObjectId","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 1266/1266",""
"HOT|HLO|CAMP","ZonesTypes","","","ZonesTypes","ZoneId","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 1266/1266",""
"HOT|HLO|CAMP","ZonesTypes","","","ZonesTypes","ZoneTypeId","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 1266/1266",""
"HOT|HLO|CAMP","ZonesTypes","","","ZonesTypes","ZoneTypeLibelle","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 1266/1266",""
"HOT|HLO|CAMP","Zoness","","","Zoness","AdresseOrdre","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 633/633",""
"HOT|HLO|CAMP","Zoness","","","Zoness","ID","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 633/633",""
"HOT|HLO|CAMP","Zoness","","","Zoness","Ordre","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 633/633",""
"HOT|HLO|CAMP","Zoness","","","Zoness","SyndicObjectId","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 633/633",""
"HOT|HLO|CAMP","Zoness","","","Zoness","ZoneId","0..n","excluded_auxiliary","","observed_100pct","technical","excluded_auxiliary","excluded","FSHebergementOTISud 633/633",""
"HOT|HLO|CAMP","Zoness","","","Zoness","ZoneLibelle","0..n","extension_pending","","observed_100pct","public","extension_pending","pending_crt","FSHebergementOTISud 633/633","Target/import semantics require CRT confirmation."
