path,scope,collection,field,feeds,reuse_class,bertel_source,transform,mapping_status,review_status,implementation,evidence,notes
Fichiers.DocumentFichier.Titre,relation,Fichiers,DocumentFichier.Titre,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_document + ref_document,public_document,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Public document only
Fichiers.DocumentFichier.Url,relation,Fichiers,DocumentFichier.Url,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_document + ref_document,public_document,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Public document only
Fichiers.ID,relation,Fichiers,ID,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Fichiers.Ordre,relation,Fichiers,Ordre,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Fichiers.SyndicObjectId,relation,Fichiers,SyndicObjectId,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Handicaps.ID,relation,Handicaps,ID,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Handicaps.Ordre,relation,Handicaps,Ordre,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Handicaps.SyndicObjectId,relation,Handicaps,SyndicObjectId,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Handicaps.ThesCode,relation,Handicaps,ThesCode,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension.data,profile_scoped_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,No approved canonical Bertel mapping yet; preserved without loss when supplied by the CRT connector
Handicaps.ThesID,relation,Handicaps,ThesID,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Handicaps.ThesLibelle,relation,Handicaps,ThesLibelle,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension.data,profile_scoped_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,No approved canonical Bertel mapping yet; preserved without loss when supplied by the CRT connector
Handicaps.ThesOrdre,relation,Handicaps,ThesOrdre,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Handicaps.ThesPicto,relation,Handicaps,ThesPicto,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Horairearriveedeparts.Heuredarrivee,relation,Horairearriveedeparts,Heuredarrivee,hebergement,feed_specific,object_stay_policy,time_string,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Accommodation only
Horairearriveedeparts.Heuredarriveemax,relation,Horairearriveedeparts,Heuredarriveemax,hebergement,feed_specific,object_stay_policy,time_string,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Accommodation only
Horairearriveedeparts.Heurededepart,relation,Horairearriveedeparts,Heurededepart,hebergement,feed_specific,object_stay_policy,time_string,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Accommodation only
Horairearriveedeparts.ID,relation,Horairearriveedeparts,ID,hebergement,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Horairearriveedeparts.Ordre,relation,Horairearriveedeparts,Ordre,hebergement,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Horairearriveedeparts.SyndicObjectId,relation,Horairearriveedeparts,SyndicObjectId,hebergement,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Labels.ID,relation,Labels,ID,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Labels.Ordre,relation,Labels,Ordre,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Labels.SyndicObjectId,relation,Labels,SyndicObjectId,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Labels.ThesCode,relation,Labels,ThesCode,decouverte|hebergement|information_service|transport,shared,object_classification + ref_classification_scheme,profile_value_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Typed canonical mapping
Labels.ThesID,relation,Labels,ThesID,decouverte|hebergement|information_service|transport,shared,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Labels.ThesLibelle,relation,Labels,ThesLibelle,decouverte|hebergement|information_service|transport,shared,object_classification + ref_classification_scheme,profile_value_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Typed canonical mapping
Labels.ThesOrdre,relation,Labels,ThesOrdre,decouverte|hebergement|information_service|transport,shared,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Labels.ThesPicto,relation,Labels,ThesPicto,decouverte|hebergement|information_service|transport,shared,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
LanguesParleess.ID,relation,LanguesParleess,ID,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
LanguesParleess.Ordre,relation,LanguesParleess,Ordre,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
LanguesParleess.SyndicObjectId,relation,LanguesParleess,SyndicObjectId,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
LanguesParleess.ThesCode,relation,LanguesParleess,ThesCode,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_language + ref_language,profile_value_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Typed canonical mapping
LanguesParleess.ThesID,relation,LanguesParleess,ThesID,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
LanguesParleess.ThesLibelle,relation,LanguesParleess,ThesLibelle,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_language + ref_language,profile_value_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Typed canonical mapping
LanguesParleess.ThesOrdre,relation,LanguesParleess,ThesOrdre,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
LanguesParleess.ThesPicto,relation,LanguesParleess,ThesPicto,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Localisations.ID,relation,Localisations,ID,decouverte|information_service|loisir_plein_air|restauration|transport,shared,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Localisations.Ordre,relation,Localisations,Ordre,decouverte|information_service|loisir_plein_air|restauration|transport,shared,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Localisations.SyndicObjectId,relation,Localisations,SyndicObjectId,decouverte|information_service|loisir_plein_air|restauration|transport,shared,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Localisations.ThesCode,relation,Localisations,ThesCode,decouverte|information_service|loisir_plein_air|restauration|transport,shared,object_environment_tag + ref_code_environment_tag,profile_value_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Typed canonical mapping
Localisations.ThesID,relation,Localisations,ThesID,decouverte|information_service|loisir_plein_air|restauration|transport,shared,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Localisations.ThesLibelle,relation,Localisations,ThesLibelle,decouverte|information_service|loisir_plein_air|restauration|transport,shared,object_environment_tag + ref_code_environment_tag,profile_value_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Typed canonical mapping
Localisations.ThesOrdre,relation,Localisations,ThesOrdre,decouverte|information_service|loisir_plein_air|restauration|transport,shared,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Localisations.ThesPicto,relation,Localisations,ThesPicto,decouverte|information_service|loisir_plein_air|restauration|transport,shared,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Localisationss.ID,relation,Localisationss,ID,hebergement,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Localisationss.Ordre,relation,Localisationss,Ordre,hebergement,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Localisationss.SyndicObjectId,relation,Localisationss,SyndicObjectId,hebergement,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Localisationss.ThesCode,relation,Localisationss,ThesCode,hebergement,feed_specific,object_environment_tag + ref_code_environment_tag,profile_value_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Typed canonical mapping
Localisationss.ThesID,relation,Localisationss,ThesID,hebergement,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Localisationss.ThesLibelle,relation,Localisationss,ThesLibelle,hebergement,feed_specific,object_environment_tag + ref_code_environment_tag,profile_value_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Typed canonical mapping
Localisationss.ThesOrdre,relation,Localisationss,ThesOrdre,hebergement,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Localisationss.ThesPicto,relation,Localisationss,ThesPicto,hebergement,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Marques.ID,relation,Marques,ID,decouverte|information_service|loisir_plein_air|restauration|transport,shared,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Marques.Ordre,relation,Marques,Ordre,decouverte|information_service|loisir_plein_air|restauration|transport,shared,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Marques.SyndicObjectId,relation,Marques,SyndicObjectId,decouverte|information_service|loisir_plein_air|restauration|transport,shared,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Marques.ThesCode,relation,Marques,ThesCode,loisir_plein_air|restauration|transport,shared,object_classification + ref_classification_scheme,profile_value_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Typed canonical mapping
Marques.ThesID,relation,Marques,ThesID,loisir_plein_air|restauration|transport,shared,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Marques.ThesLibelle,relation,Marques,ThesLibelle,loisir_plein_air|restauration|transport,shared,object_classification + ref_classification_scheme,profile_value_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Typed canonical mapping
Marques.ThesOrdre,relation,Marques,ThesOrdre,loisir_plein_air|restauration|transport,shared,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Marques.ThesPicto,relation,Marques,ThesPicto,loisir_plein_air|restauration|transport,shared,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ModesPaiements.ID,relation,ModesPaiements,ID,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ModesPaiements.Ordre,relation,ModesPaiements,Ordre,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ModesPaiements.SyndicObjectId,relation,ModesPaiements,SyndicObjectId,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ModesPaiements.ThesCode,relation,ModesPaiements,ThesCode,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_payment_method + ref_code_payment_method,profile_value_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Typed canonical mapping
ModesPaiements.ThesID,relation,ModesPaiements,ThesID,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ModesPaiements.ThesLibelle,relation,ModesPaiements,ThesLibelle,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_payment_method + ref_code_payment_method,profile_value_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Typed canonical mapping
ModesPaiements.ThesOrdre,relation,ModesPaiements,ThesOrdre,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ModesPaiements.ThesPicto,relation,ModesPaiements,ThesPicto,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
moniteurcertifies.Expertaccrediteprestationliee,relation,moniteurcertifies,Expertaccrediteprestationliee,loisir_plein_air,feed_specific,object_interop_extension.data,profile_scoped_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,No approved canonical Bertel mapping yet; preserved without loss when supplied by the CRT connector
moniteurcertifies.ID,relation,moniteurcertifies,ID,loisir_plein_air,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
moniteurcertifies.Ordre,relation,moniteurcertifies,Ordre,loisir_plein_air,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
moniteurcertifies.SyndicObjectId,relation,moniteurcertifies,SyndicObjectId,loisir_plein_air,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Moyencommunications.Complementdinformations,relation,Moyencommunications,Complementdinformations,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension.data,profile_scoped_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,No approved canonical Bertel mapping yet; preserved without loss when supplied by the CRT connector
Moyencommunications.Coordonnees,relation,Moyencommunications,Coordonnees,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,contact_channel + ref_code_contact_kind,public_contact_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Public contacts only
Moyencommunications.ID,relation,Moyencommunications,ID,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Moyencommunications.Moyendecommunication,relation,Moyencommunications,Moyendecommunication,decouverte|hebergement|information_service|restauration|transport,shared,object_interop_extension.data,profile_scoped_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,No approved canonical Bertel mapping yet; preserved without loss when supplied by the CRT connector
Moyencommunications.Moyendecommunication.ThesCode,relation,Moyencommunications,Moyendecommunication.ThesCode,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,contact_channel + ref_code_contact_kind,public_contact_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Public contacts only
Moyencommunications.Moyendecommunication.ThesID,relation,Moyencommunications,Moyendecommunication.ThesID,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Moyencommunications.Moyendecommunication.ThesLibelle,relation,Moyencommunications,Moyendecommunication.ThesLibelle,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,contact_channel + ref_code_contact_kind,public_contact_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Public contacts only
Moyencommunications.Moyendecommunication.ThesOrdre,relation,Moyencommunications,Moyendecommunication.ThesOrdre,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Moyencommunications.Moyendecommunication.ThesPicto,relation,Moyencommunications,Moyendecommunication.ThesPicto,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Moyencommunications.Ordre,relation,Moyencommunications,Ordre,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Moyencommunications.SyndicObjectId,relation,Moyencommunications,SyndicObjectId,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Moyencommunications.Typedecoordonnees.ThesCode,relation,Moyencommunications,Typedecoordonnees.ThesCode,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,contact_channel + ref_code_contact_kind,public_contact_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Public contacts only
Moyencommunications.Typedecoordonnees.ThesID,relation,Moyencommunications,Typedecoordonnees.ThesID,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Moyencommunications.Typedecoordonnees.ThesLibelle,relation,Moyencommunications,Typedecoordonnees.ThesLibelle,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,contact_channel + ref_code_contact_kind,public_contact_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Public contacts only
Moyencommunications.Typedecoordonnees.ThesOrdre,relation,Moyencommunications,Typedecoordonnees.ThesOrdre,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Moyencommunications.Typedecoordonnees.ThesPicto,relation,Moyencommunications,Typedecoordonnees.ThesPicto,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
object.AccessibilitePMR,object,,AccessibilitePMR,restauration,feed_specific,object_interop_extension.data,profile_scoped_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,No approved canonical Bertel mapping yet; preserved without loss when supplied by the CRT connector
object.AccueilPMR,object,,AccueilPMR,decouverte|hebergement|information_service|loisir_plein_air,shared,object_interop_extension.data,profile_scoped_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,No approved canonical Bertel mapping yet; preserved without loss when supplied by the CRT connector
object.Adresse1,object,,Adresse1,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_location.address1,main_location,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Canonical regional serializer
object.Adresse2,object,,Adresse2,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_location.address2,main_location,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Canonical regional serializer
object.Adresse3,object,,Adresse3,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_location.address3,main_location,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Canonical regional serializer
object.Allinclusive,object,,Allinclusive,hebergement,feed_specific,object_interop_extension.data,profile_scoped_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,No approved canonical Bertel mapping yet; preserved without loss when supplied by the CRT connector
object.Bureau.ThesCode,object,,Bureau.ThesCode,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,target_managed_provenance,excluded,excluded,not_exported,field-union.json,Managed by the CRT account/structure
object.Bureau.ThesID,object,,Bureau.ThesID,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,target_managed_provenance,excluded,excluded,not_exported,field-union.json,Managed by the CRT account/structure
object.Bureau.ThesLibelle,object,,Bureau.ThesLibelle,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,target_managed_provenance,excluded,excluded,not_exported,field-union.json,Managed by the CRT account/structure
object.Bureau.ThesOrdre,object,,Bureau.ThesOrdre,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,target_managed_provenance,excluded,excluded,not_exported,field-union.json,Managed by the CRT account/structure
object.Bureau.ThesPicto,object,,Bureau.ThesPicto,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,target_managed_provenance,excluded,excluded,not_exported,field-union.json,Managed by the CRT account/structure
object.Chaine,object,,Chaine,hebergement,feed_specific,object_interop_extension.data,profile_scoped_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,No approved canonical Bertel mapping yet; preserved without loss when supplied by the CRT connector
object.Chaine.ThesCode,object,,Chaine.ThesCode,hebergement,feed_specific,object_interop_extension.data,profile_scoped_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,No approved canonical Bertel mapping yet; preserved without loss when supplied by the CRT connector
object.Chaine.ThesID,object,,Chaine.ThesID,hebergement,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
object.Chaine.ThesLibelle,object,,Chaine.ThesLibelle,hebergement,feed_specific,object_interop_extension.data,profile_scoped_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,No approved canonical Bertel mapping yet; preserved without loss when supplied by the CRT connector
object.Chaine.ThesOrdre,object,,Chaine.ThesOrdre,hebergement,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
object.Chaine.ThesPicto,object,,Chaine.ThesPicto,hebergement,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
object.ClassementPrefectoral,object,,ClassementPrefectoral,hebergement,feed_specific,object_interop_extension.data,profile_scoped_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,No approved canonical Bertel mapping yet; preserved without loss when supplied by the CRT connector
object.ClassificationCategorie.ThesCode,object,,ClassificationCategorie.ThesCode,information_service,feed_specific,object_taxonomy + ref_interop_value_crosswalk,taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Information/service scalar category
object.ClassificationCategorie.ThesID,object,,ClassificationCategorie.ThesID,information_service,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
object.ClassificationCategorie.ThesLibelle,object,,ClassificationCategorie.ThesLibelle,information_service,feed_specific,object_taxonomy + ref_interop_value_crosswalk,taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Information/service scalar category
object.ClassificationCategorie.ThesOrdre,object,,ClassificationCategorie.ThesOrdre,information_service,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
object.ClassificationCategorie.ThesPicto,object,,ClassificationCategorie.ThesPicto,information_service,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
object.ClassificationType,object,,ClassificationType,hebergement|loisir_plein_air,shared,object_interop_extension.data,profile_scoped_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,No approved canonical Bertel mapping yet; preserved without loss when supplied by the CRT connector
object.ClassificationType.ThesCode,object,,ClassificationType.ThesCode,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,ref_tourinsoft_reunion_profile,profile_constant,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Exact feed profile
object.ClassificationType.ThesID,object,,ClassificationType.ThesID,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
object.ClassificationType.ThesLibelle,object,,ClassificationType.ThesLibelle,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,ref_tourinsoft_reunion_profile,profile_constant,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Exact feed profile
object.ClassificationType.ThesOrdre,object,,ClassificationType.ThesOrdre,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
object.ClassificationType.ThesPicto,object,,ClassificationType.ThesPicto,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
object.CodeINSEE,object,,CodeINSEE,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_location.code_insee,main_location,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Canonical regional serializer
object.CodePostal,object,,CodePostal,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_location.postcode,main_location,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Canonical regional serializer
object.Commune,object,,Commune,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_location.city,main_location,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Canonical regional serializer
object.EnLigne,object,,EnLigne,decouverte|restauration,shared,object.status,published_to_true,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Canonical regional serializer
